cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,id_candidacies_ccaa,id_candidacies_nat
03,senate,2023-07-24,000002,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,000002,000002
03,senate,2023-07-24,000003,PUM+J,POR UN MUNDO MÁS JUSTO,000003,000003
03,senate,2023-07-24,000004,ALM,ALMERIENSES - REGIONALISTAS PRO ALMERÍA,000004,000004
03,senate,2023-07-24,000005,PP,PARTIDO POPULAR,000005,000005
03,senate,2023-07-24,000006,VOX,VOX,000006,000006
03,senate,2023-07-24,000007,PACMA,PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE,000007,000007
03,senate,2023-07-24,000008,LB,LIBRES,000008,000008
03,senate,2023-07-24,000009,RECORTES CERO,RECORTES CERO,000009,000009
03,senate,2023-07-24,000010,SUMAR,SUMAR,000010,000010
03,senate,2023-07-24,000011,SUMAR,SUMAR ANDALUCÍA,000011,000010
03,senate,2023-07-24,000012,ADELANTE ANDALUCÍA,ADELANTE ANDALUCÍA,000012,000012
03,senate,2023-07-24,000013,CJ,CAMINANDO JUNTOS,000013,000013
03,senate,2023-07-24,000014,ESCAÑOS EN BLANCO,ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS,000014,000014
03,senate,2023-07-24,000015,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,000015,000015
03,senate,2023-07-24,000016,JXG,JUNTOS POR GRANADA,000016,000016
03,senate,2023-07-24,000017,XH,POR HUELVA,000017,000017
03,senate,2023-07-24,000018,JM+,JAÉN MERECE MÁS,000018,000018
03,senate,2023-07-24,000019,FE DE LAS JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.,000019,000019
03,senate,2023-07-24,000020,F.I.A.,FEDERACIÓN DE LOS INDEPENDIENTES DE ARAGÓN,000020,000020
03,senate,2023-07-24,000021,SUMAR ARAGÓN,SUMAR ARAGÓN,000021,000010
03,senate,2023-07-24,000023,EXISTE,ARAGÓN EXISTE - COALICIÓN EXISTE,000023,000023
03,senate,2023-07-24,000024,PAR,PARTIDO ARAGONÉS,000024,000024
03,senate,2023-07-24,000025,EXISTE,TERUEL EXISTE - COALICIÓN EXISTE,000023,000023
03,senate,2023-07-24,000026,PUEDE,PARTIDO UNIONISTA ESTADO DE ESPAÑA,000026,000026
03,senate,2023-07-24,000027,ESPAÑA VACIADA,ESPAÑA VACIADA,000027,000027
03,senate,2023-07-24,000028,ASTURIAS EXISTE EV,ASTURIAS EXISTE-ESPAÑA VACIADA,000028,000028
03,senate,2023-07-24,000029,PSIB-PSOE,PARTIDO SOCIALISTA DE ISLAS BALEARES-PSOE,000029,000002
03,senate,2023-07-24,000030,MÉS PER MALLORCA-MÉS PER MENORCA-SUMAR,SUMAR MÉS,000085,000010
03,senate,2023-07-24,000031,CCA,COALICIÓN CANARIA,000031,000031
03,senate,2023-07-24,000032,NC-BC,NUEVA CANARIAS - BLOQUE CANARISTA,000032,000032
03,senate,2023-07-24,000033,SUMAR,SUMAR CANARIAS,000033,000010
03,senate,2023-07-24,000034,AHORA CANARIAS-PCPC,AHORA CANARIAS-PARTIDO COMUNISTA DEL PUEBLO CANARIO,000034,000034
03,senate,2023-07-24,000035,XAV,POR ÁVILA,000035,000035
03,senate,2023-07-24,000036,VB,VÍA BURGALESA,000036,000036
03,senate,2023-07-24,000037,EV-PCAS-TC,ESPAÑA VACIADA-PARTIDO CASTELLANO-TIERRA COMUNERA,000037,000037
03,senate,2023-07-24,000038,PREPAL,PARTIDO REGIONALISTA DEL PAÍS LEONÉS,000038,000038
03,senate,2023-07-24,000039,U.P.L.,UNIÓN DEL PUEBLO LEONÉS,000039,000039
03,senate,2023-07-24,000040,VP,VAMOS PALENCIA,000040,000040
03,senate,2023-07-24,000041,GITV,GRUPO INDEPENDIENTE PALENCIA TIERRA VIVA,000041,000041
03,senate,2023-07-24,000042,3E,TERCERA EDAD EN ACCIÓN,000042,000042
03,senate,2023-07-24,000043,SY,SORIA ¡YA!,000043,000043
03,senate,2023-07-24,000044,UD.CA,UNIDAD CASTELLANA,000044,000044
03,senate,2023-07-24,000046,ZSI,ZAMORA SÍ,000046,000046
03,senate,2023-07-24,000047,PSC,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE),000047,000002
03,senate,2023-07-24,000048,PP,PARTIDO POPULAR / PARTIT POPULAR,000056,000005
03,senate,2023-07-24,000051,SUMAR - ECP,SUMAR - EN COMÚ PODEM,000051,000010
03,senate,2023-07-24,000054,PCTC,PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA,000054,000015
03,senate,2023-07-24,000055,PDECAT-E-CIU,PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU,000055,000055
03,senate,2023-07-24,000056,PP,PARTIT POPULAR / PARTIDO POPULAR,000056,000005
03,senate,2023-07-24,000057,JXCAT - JUNTS,JUNTS PER CATALUNYA - JUNTS,000057,000057
03,senate,2023-07-24,000058,PACMA,PARTIT ANIMALISTA AMB EL MEDI AMBIENT,000058,000007
03,senate,2023-07-24,000059,ESCONS EN BLANC,ESCONS EN BLANC,000059,000014
03,senate,2023-07-24,000060,EVC,ENTRE VEÏNS CATALUNYA,000060,000060
03,senate,2023-07-24,000062,BQEX,BLOQUE EXTREMEÑO,000062,000062
03,senate,2023-07-24,000063,SOMOS CC,SOMOS CÁCERES,000063,000063
03,senate,2023-07-24,000064,PSDEG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,000064,000002
03,senate,2023-07-24,000065,B.N.G.,BLOQUE NACIONALISTA GALEGO,000065,000065
03,senate,2023-07-24,000066,SUMAR,SUMAR GALICIA,000066,000010
03,senate,2023-07-24,000067,PUM+J,POR UN MUNDO MAIS XUSTO,000067,000003
03,senate,2023-07-24,000068,PCTG,PARTIDO COMUNISTA DOS TRABALLADORES DE GALIZA,000068,000015
03,senate,2023-07-24,000069,CCD,COALICIÓN DE CENTRO DEMOCRÁTICO,000069,000069
03,senate,2023-07-24,000070,PH,PARTIDO HUMANISTA,000070,000070
03,senate,2023-07-24,000072,PSN-PSOE,PARTIDO SOCIALISTA DE NAVARRA-PSOE,000072,000002
03,senate,2023-07-24,000073,GBAI,GEROA BAI,000073,000073
03,senate,2023-07-24,000074,U.P.N.,UNION DEL PUEBLO NAVARRO,000074,000074
03,senate,2023-07-24,000075,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,000075,000075
03,senate,2023-07-24,000076,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),000076,000002
03,senate,2023-07-24,000077,PUM+J,BIDEZKO MUNDURANTZ,000077,000003
03,senate,2023-07-24,000078,PCTE/ELAK,PARTIDO COMUNISTA DE LOS TRABAJADORES DE EUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA,000078,000015
03,senate,2023-07-24,000080,POR MI REGIÓN,POR MI REGIÓN,000080,000080
03,senate,2023-07-24,000082,SUMAR - COMPROMÍS,COMPROMÍS - SUMAR: SUMEM PER GUANYAR,000082,000010
03,senate,2023-07-24,000083,EVB,ESTAT VALENCIÀ DEL BENESTAR,000083,000083
03,senate,2023-07-24,000084,CPM,COALICIÓN POR MELILLA,000084,000084
03,senate,2023-07-24,000085,MÉS PER MALLORCA-SUMAR,SUMAR MÉS,000085,000010
03,senate,2023-07-24,000086,MÉS PER MENORCA-SUMAR,SUMAR MÉS,000086,000010
03,senate,2023-07-24,000087,PSOE-SUMAR-EUIB-ARA EIVISSA,EIVISSA I FORMENTERA AL SENAT,000087,000087
03,senate,2023-07-24,000088,ASG,AGRUPACION SOCIALISTA GOMERA,000088,000088
03,senate,2023-07-24,000089,A.H.I.,AGRUPACION HERREÑA INDEPENDIENTE,000089,000089
03,senate,2023-07-24,000090,ASAMBLEA HERREÑA,ASAMBLEA HERREÑA,000090,000090
03,senate,2023-07-24,000092,ERC,ESQUERRA REPUBLICANA DE CATALUNYA-ESQUERRES PER LA INDEPENDÈNCIA,000093,000095
03,senate,2023-07-24,000093,ERC-ESQUERRES PER LA INDEPENDÈNCIA,ESQUERRA REPUBLICANA DE CATALUNYA-ESQUERRES PER LA INDEPENDENCIA,000093,000095
03,senate,2023-07-24,000094,EH BILDU-INDEPENDENTZIA EZKERRETIK,EUSKAL HERRIA BILDU-INDEPENDENTZIA EZKERRETIK,000094,000095
03,senate,2023-07-24,000095,IZQUIERDAS POR LA INDEPENDENCIA,IZQUIERDAS POR LA INDEPENDENCIA,000095,000095
03,senate,2023-07-24,000096,CJ,CAMINANDO JUNTOS,000013,000013
03,senate,2023-07-24,000098,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,000078,000015
